,0
0,0.0715579151312593
1,0.11320841088593629
2,0.35293674019300797
3,0.16396093065845804
4,0.13397582163422528
5,0.1395139090300231
6,0.28729209692116
7,0.20066786906695044
8,0.1315339324003304
9,0.15706807428558986
10,0.3856718651013294
11,0.22650316734210915
