,Rk,Name,GP,G,A,P,PIM,+/-,TOI,PPG,GWG,PPP,G/GP,A/GP,P/GP,SHOTS,HITS,BS,Year,SH%
226,155,Kyle Okposo,76,15,29,44,40,-34,17.02,6,2,21,0.197,0.382,0.579,161,70,34,2017,0.093
227,268,Kyle Okposo,78,14,15,29,41,-9,13.78,7,2,11,0.179,0.192,0.372,147,87,27,2018,0.095
228,111,Kyle Palmieri,74,27,23,50,42,-9,18.15,11,2,18,0.365,0.311,0.676,224,98,35,2018,0.121
229,150,Kyle Palmieri,62,24,20,44,30,-1,17.3,11,5,23,0.387,0.323,0.71,181,94,50,2017,0.133
230,202,Lars Eller,81,13,23,36,37,-1,16.53,0,1,3,0.16,0.284,0.444,163,69,47,2018,0.08
231,184,Lars Eller,81,18,20,38,38,-6,15.28,3,2,6,0.222,0.247,0.469,161,71,69,2017,0.112
232,36,Leon Draisaitl,78,25,45,70,30,-7,19.28,6,1,11,0.321,0.577,0.897,194,40,24,2017,0.129
233,4,Leon Draisaitl,82,50,55,105,52,2,22.58,16,5,29,0.61,0.671,1.28,231,57,26,2018,0.217
234,54,Logan Couture,81,27,43,70,22,-6,18.58,6,3,18,0.333,0.531,0.864,204,65,52,2018,0.132
235,66,Logan Couture,78,34,27,61,18,-2,18.53,10,4,21,0.436,0.346,0.782,204,33,72,2017,0.167
236,336,Marc-Edouard Vlasic,72,3,22,25,10,-6,21.03,0,0,1,0.042,0.306,0.347,100,23,114,2018,0.03
237,244,Marc-Edouard Vlasic,81,11,21,32,34,9,22.55,1,2,3,0.136,0.259,0.395,161,26,174,2017,0.068
238,41,Mark Giordano,78,17,57,74,69,39,24.23,3,2,21,0.218,0.731,0.949,221,58,144,2018,0.077
239,188,Mark Giordano,82,13,25,38,63,0,24.78,1,4,10,0.159,0.305,0.463,214,93,161,2017,0.061
240,20,Mark Scheifele,82,38,46,84,38,8,21.85,12,6,23,0.463,0.561,1.024,199,54,54,2018,0.191
241,73,Mark Scheifele,60,23,37,60,18,19,20.65,8,3,16,0.383,0.617,1.0,125,57,31,2017,0.184
242,64,Mark Stone,58,20,42,62,10,9,20.65,1,3,11,0.345,0.724,1.069,132,53,39,2017,0.152
243,43,Mark Stone,77,33,40,73,27,17,19.88,6,4,20,0.429,0.519,0.948,199,72,71,2018,0.166
244,14,Mathew Barzal,82,22,63,85,30,1,17.75,5,4,27,0.268,0.768,1.037,170,21,31,2017,0.129
245,67,Mathew Barzal,82,18,44,62,46,-5,17.92,3,3,18,0.22,0.537,0.756,179,25,56,2018,0.101
246,262,Mathieu Perreault,82,15,15,30,44,-1,12.22,4,3,7,0.183,0.183,0.366,95,127,25,2018,0.158
247,182,Mathieu Perreault,70,17,22,39,38,4,14.47,6,2,14,0.243,0.314,0.557,139,120,25,2017,0.122
248,171,Mats Zuccarello,48,12,28,40,24,-8,19.85,3,1,15,0.25,0.583,0.833,104,57,43,2018,0.115
249,99,Mats Zuccarello,80,16,37,53,36,-10,18.92,1,3,17,0.2,0.463,0.663,178,62,67,2017,0.09
250,76,Matt Duchene,82,27,32,59,18,-22,18.32,9,3,13,0.329,0.39,0.72,190,60,49,2017,0.142
251,52,Matt Duchene,73,31,39,70,8,-3,18.83,6,1,14,0.425,0.534,0.959,172,28,40,2018,0.18
252,120,Matthew Tkachuk,68,24,25,49,61,-1,17.25,10,2,17,0.353,0.368,0.721,188,80,16,2017,0.128
253,31,Matthew Tkachuk,80,34,43,77,62,14,17.58,11,2,24,0.425,0.538,0.963,207,104,13,2018,0.164
254,225,Mattias Ekholm,81,10,24,34,46,25,23.57,5,1,13,0.123,0.296,0.42,135,75,117,2017,0.074
255,147,Mattias Ekholm,80,8,36,44,47,27,23.35,2,3,7,0.1,0.45,0.55,146,68,107,2018,0.055
256,334,Mattias Janmark-Nylén,81,6,19,25,24,-4,15.2,0,0,1,0.074,0.235,0.309,105,28,44,2018,0.057
257,221,Mattias Janmark-Nylén,81,19,15,34,24,-13,16.93,4,4,5,0.235,0.185,0.42,136,15,41,2017,0.14
258,47,Max Domi,82,28,44,72,80,20,17.37,4,2,11,0.341,0.537,0.878,203,53,39,2018,0.138
259,146,Max Domi,82,9,36,45,73,-7,16.7,1,0,9,0.11,0.439,0.549,150,49,28,2017,0.06
260,168,Max Pacioretty,66,22,18,40,36,-13,17.0,4,5,8,0.333,0.273,0.606,191,119,20,2018,0.115
261,189,Max Pacioretty,64,17,20,37,30,-16,19.0,6,4,15,0.266,0.313,0.578,212,118,27,2017,0.08
262,170,Michael Ferland,71,17,23,40,58,13,14.08,6,3,13,0.239,0.324,0.563,156,182,19,2018,0.109
263,168,Michael Ferland,77,21,20,41,24,5,15.0,6,0,6,0.273,0.26,0.532,144,171,30,2017,0.146
264,39,Mika Zibanejad,82,30,44,74,47,-12,20.55,11,5,23,0.366,0.537,0.902,236,134,66,2018,0.127
265,130,Mika Zibanejad,72,27,20,47,14,-23,17.95,14,4,21,0.375,0.278,0.653,212,92,64,2017,0.127
266,145,Mikael Backlund,82,14,31,45,78,-21,19.02,3,2,11,0.171,0.378,0.549,214,54,40,2017,0.065
267,126,Mikael Backlund,77,21,26,47,52,34,17.88,1,4,2,0.273,0.338,0.61,205,52,26,2018,0.102
268,92,Mikael Granlund,79,16,38,54,24,-8,18.33,2,5,20,0.203,0.481,0.684,189,46,40,2018,0.085
269,41,Mikael Granlund,77,21,46,67,18,13,18.77,7,2,19,0.273,0.597,0.87,193,47,45,2017,0.109
270,238,Mike Green,66,8,25,33,38,-14,22.07,1,0,13,0.121,0.379,0.5,132,78,74,2017,0.061
271,318,Mike Green,43,5,21,26,28,-1,21.67,0,0,3,0.116,0.488,0.605,92,60,56,2018,0.054
272,86,Mike Hoffman,82,22,34,56,32,-20,18.4,8,5,21,0.268,0.415,0.683,257,31,34,2017,0.086
273,51,Mike Hoffman,82,36,34,70,30,-24,17.83,17,6,35,0.439,0.415,0.854,253,42,26,2018,0.142
274,243,Mikhail Sergachyov,75,6,26,32,28,12,17.92,0,0,6,0.08,0.347,0.427,128,97,93,2018,0.047
275,181,Mikhail Sergachyov,79,9,31,40,38,11,15.37,3,5,16,0.114,0.392,0.506,141,90,64,2017,0.064
276,194,Mikkel Bødker,74,15,22,37,12,0,13.35,4,4,8,0.203,0.297,0.5,119,41,24,2017,0.126
277,216,Mikkel Bødker,71,7,28,35,6,-23,14.02,2,1,7,0.099,0.394,0.493,88,54,28,2018,0.08
278,144,Mikko Koivu,82,14,31,45,46,9,18.48,3,2,14,0.171,0.378,0.549,170,51,53,2017,0.082
279,273,Mikko Koivu,48,8,21,29,22,-2,18.28,2,0,12,0.167,0.438,0.604,89,13,32,2018,0.09
280,17,Mikko Rantanen,81,29,55,84,34,0,18.95,12,3,35,0.358,0.679,1.037,178,32,40,2017,0.163
281,17,Mikko Rantanen,74,31,56,87,54,13,20.83,16,4,33,0.419,0.757,1.176,193,59,41,2018,0.161
282,240,Miles Wood,76,19,13,32,84,-6,12.45,3,2,3,0.25,0.171,0.421,170,75,22,2017,0.112
283,342,Miles Wood,63,10,14,24,91,-10,13.68,1,1,3,0.159,0.222,0.381,159,97,27,2018,0.063
284,39,Mitchell Marner,82,22,47,69,26,-1,16.38,8,2,27,0.268,0.573,0.841,194,31,25,2017,0.113
285,11,Mitchell Marner,82,26,68,94,22,22,19.82,3,5,21,0.317,0.829,1.146,233,29,43,2018,0.112
286,106,Morgan Rielly,76,6,46,52,14,-4,21.58,1,0,25,0.079,0.605,0.684,182,48,84,2017,0.033
287,50,Morgan Rielly,82,20,52,72,14,24,23.12,3,5,21,0.244,0.634,0.878,223,61,114,2018,0.09
288,264,Nate Schmidt,61,9,21,30,8,22,21.95,1,1,8,0.148,0.344,0.492,112,37,100,2018,0.08
289,205,Nate Schmidt,76,5,31,36,16,19,22.18,1,1,11,0.066,0.408,0.474,103,41,121,2017,0.049
290,5,Nathan MacKinnon,74,39,58,97,55,11,19.88,12,12,32,0.527,0.784,1.311,284,38,22,2017,0.137
291,7,Nathan MacKinnon,82,41,58,99,34,20,22.08,12,6,37,0.5,0.707,1.207,365,54,31,2018,0.112
292,143,Nazem Kadri,73,16,28,44,43,-2,16.18,4,5,13,0.219,0.384,0.603,184,85,13,2018,0.087
293,90,Nazem Kadri,80,32,23,55,42,2,16.75,12,3,19,0.4,0.288,0.688,211,94,26,2017,0.152
294,306,Nick Bjugstad,64,14,12,26,30,6,15.12,2,2,6,0.219,0.188,0.406,154,126,27,2018,0.091
295,122,Nick Bjugstad,82,19,30,49,41,5,15.12,1,1,7,0.232,0.366,0.598,230,95,19,2017,0.083
296,207,Nick Foligno,73,17,18,35,44,12,17.7,2,2,4,0.233,0.247,0.479,141,175,51,2018,0.121
297,231,Nick Foligno,72,15,18,33,50,1,18.35,2,1,4,0.208,0.25,0.458,137,182,60,2017,0.11
298,165,Nick Leddy,80,10,32,42,20,-42,22.42,4,1,14,0.125,0.4,0.525,153,95,104,2017,0.065
299,319,Nick Leddy,82,4,22,26,18,0,21.55,0,0,10,0.049,0.268,0.317,116,77,89,2018,0.035
300,331,Nick Schmaltz,40,7,18,25,8,-12,17.82,5,2,8,0.175,0.45,0.625,62,5,12,2018,0.113
301,103,Nick Schmaltz,78,21,31,52,18,1,18.22,4,2,13,0.269,0.397,0.667,118,13,39,2017,0.178
302,32,Nicklas Bäckström,81,21,50,71,46,5,19.65,7,4,26,0.259,0.617,0.877,165,37,51,2017,0.127
303,40,Nicklas Bäckström,80,22,52,74,30,2,19.95,7,5,25,0.275,0.65,0.925,169,54,30,2018,0.13
304,128,Nico Hischier,69,17,30,47,24,0,18.1,3,3,11,0.246,0.435,0.681,160,53,44,2018,0.106
305,105,Nico Hischier,82,20,32,52,26,10,16.3,1,2,6,0.244,0.39,0.634,180,56,39,2017,0.111
306,1,Nikita Kucherov,82,41,87,128,62,24,19.95,15,8,48,0.5,1.061,1.561,246,44,31,2018,0.167
307,3,Nikita Kucherov,80,39,61,100,42,15,19.8,8,7,36,0.488,0.763,1.25,279,31,15,2017,0.14
308,72,Nikolaj Ehlers,82,29,31,60,26,14,16.08,7,7,13,0.354,0.378,0.732,231,39,27,2017,0.126
309,185,Nikolaj Ehlers,62,21,16,37,15,2,15.75,2,4,7,0.339,0.258,0.597,158,27,16,2018,0.133
310,241,Nino Niederreiter,63,18,14,32,36,14,15.0,7,4,8,0.286,0.222,0.508,133,58,20,2017,0.135
311,97,Nino Niederreiter,82,23,30,53,30,-4,16.22,6,3,15,0.28,0.366,0.646,184,94,20,2018,0.125
312,238,Noah Hanifin,80,5,28,33,12,18,20.77,1,2,5,0.063,0.35,0.413,116,87,83,2018,0.043
313,248,Noah Hanifin,79,10,22,32,21,-20,18.85,1,3,7,0.127,0.278,0.405,165,81,69,2017,0.061
314,180,Oliver Bjorkstrand,82,11,29,40,9,4,14.27,3,2,9,0.134,0.354,0.488,163,64,43,2017,0.068
315,199,Oliver Bjorkstrand,77,23,13,36,8,8,12.33,3,1,3,0.299,0.169,0.468,161,43,34,2018,0.143
316,144,Oliver Ekman-Larsson,81,14,30,44,52,-16,23.63,5,2,19,0.173,0.37,0.543,176,162,52,2018,0.08
317,163,Oliver Ekman-Larsson,82,14,28,42,44,-28,23.67,6,3,15,0.171,0.341,0.512,202,160,79,2017,0.069
318,216,Ondrej Palat,56,11,24,35,6,16,17.02,4,0,9,0.196,0.429,0.625,109,80,48,2017,0.101
319,227,Ondrej Palat,64,8,26,34,20,4,14.88,2,1,8,0.125,0.406,0.531,100,104,34,2018,0.08
320,252,P.K. Subban,63,9,22,31,60,5,22.65,2,1,10,0.143,0.349,0.492,168,56,75,2018,0.054
321,79,P.K. Subban,82,16,43,59,82,18,24.1,5,2,25,0.195,0.524,0.72,207,111,90,2017,0.077
322,188,Patric Hörnqvist,69,18,19,37,26,-3,15.47,6,2,12,0.261,0.275,0.536,197,150,34,2018,0.091
323,119,Patric Hörnqvist,70,29,20,49,58,2,17.3,15,1,22,0.414,0.286,0.7,247,137,64,2017,0.117
324,29,Patrice Bergeron,65,32,47,79,30,23,18.47,9,3,27,0.492,0.723,1.215,205,43,60,2018,0.156
325,59,Patrice Bergeron,64,30,33,63,26,21,19.43,10,6,21,0.469,0.516,0.984,224,48,42,2017,0.134
326,28,Patrick Kane,82,27,49,76,32,-20,20.18,5,4,22,0.329,0.598,0.927,285,18,14,2017,0.095
327,3,Patrick Kane,81,44,66,110,22,2,22.48,9,7,30,0.543,0.815,1.358,341,21,18,2018,0.129
328,131,Patrick Marleau,82,27,20,47,16,1,16.98,5,5,9,0.329,0.244,0.573,203,85,26,2017,0.133
329,189,Patrick Marleau,82,16,21,37,28,-6,16.33,4,3,10,0.195,0.256,0.451,161,74,41,2018,0.099
330,158,Patrick Maroon,74,17,26,43,73,1,16.53,1,4,7,0.23,0.351,0.581,141,150,14,2017,0.121
331,282,Patrick Maroon,74,10,18,28,64,-3,14.17,2,3,11,0.135,0.243,0.378,118,135,7,2018,0.085
332,109,Patrik Laine,82,30,20,50,42,-24,17.22,15,3,23,0.366,0.244,0.61,245,70,44,2018,0.122
333,34,Patrik Laine,82,44,26,70,24,8,16.47,20,8,31,0.537,0.317,0.854,241,74,43,2017,0.183
334,246,Paul Byron,56,15,16,31,17,16,14.57,0,3,1,0.268,0.286,0.554,94,114,36,2018,0.16
335,206,Paul Byron,82,20,15,35,23,-4,16.12,2,1,4,0.244,0.183,0.427,115,137,55,2017,0.174
336,100,Paul Stastny,82,16,37,53,18,1,18.3,3,3,9,0.195,0.451,0.646,159,43,38,2017,0.101
337,158,Paul Stastny,50,13,29,42,30,14,18.1,1,2,4,0.26,0.58,0.84,103,35,15,2018,0.126
338,180,Pavel Buchnevich,64,21,17,38,13,-10,15.17,7,1,12,0.328,0.266,0.594,119,60,20,2018,0.177
339,161,Pavel Buchnevich,74,14,29,43,20,-3,15.0,5,4,17,0.189,0.392,0.581,136,51,35,2017,0.103
340,8,Phil Kessel,82,34,58,92,36,-4,18.68,12,6,42,0.415,0.707,1.122,261,10,17,2017,0.13
341,25,Phil Kessel,82,27,55,82,28,-19,17.97,12,10,36,0.329,0.671,1.0,215,12,18,2018,0.126
342,129,Pierre-Luc Dubois,82,20,28,48,49,8,16.62,6,4,15,0.244,0.341,0.585,165,127,46,2017,0.121
343,71,Pierre-Luc Dubois,82,27,34,61,64,16,17.7,2,5,9,0.329,0.415,0.744,174,115,52,2018,0.155
344,228,Radek Faksa,79,17,16,33,36,21,15.25,0,3,0,0.215,0.203,0.418,118,101,56,2017,0.144
345,261,Radek Faksa,81,15,15,30,54,-3,16.42,1,1,3,0.185,0.185,0.37,114,103,65,2018,0.132
346,173,Rasmus Ristolainen,73,6,35,41,48,-25,26.5,1,1,23,0.082,0.479,0.562,182,206,111,2017,0.033
347,152,Rasmus Ristolainen,78,5,38,43,38,-41,24.63,1,2,17,0.064,0.487,0.551,182,235,121,2018,0.028
348,98,Reilly Smith,74,19,34,53,14,13,18.27,4,1,14,0.257,0.459,0.716,178,39,33,2018,0.107
349,74,Reilly Smith,67,22,38,60,24,31,17.92,7,4,14,0.328,0.567,0.896,162,40,24,2017,0.136
350,233,Richard Panik,75,14,19,33,44,-3,16.6,0,2,2,0.187,0.253,0.44,140,137,52,2018,0.1
351,210,Richard Panik,72,14,21,35,38,7,15.18,4,0,6,0.194,0.292,0.486,136,137,37,2017,0.103
352,37,Rickard Rakell,77,34,35,69,14,6,19.42,8,3,18,0.442,0.455,0.896,230,115,30,2017,0.148
353,150,Rickard Rakell,69,18,25,43,27,-13,18.47,6,2,13,0.261,0.362,0.623,194,82,38,2018,0.093
354,86,Roman Josi,82,15,41,56,42,9,25.15,2,4,12,0.183,0.5,0.683,274,53,144,2018,0.055
355,101,Roman Josi,75,14,39,53,24,24,24.47,7,3,20,0.187,0.52,0.707,253,80,120,2017,0.055
356,167,Ryan Dzingel,79,23,18,41,35,-17,16.48,4,2,8,0.291,0.228,0.519,136,60,19,2017,0.169
357,81,Ryan Dzingel,78,26,30,56,29,-9,16.8,5,5,11,0.333,0.385,0.718,159,54,38,2018,0.164
358,249,Ryan Ellis,44,9,23,32,6,26,23.35,2,2,5,0.205,0.523,0.727,110,27,84,2017,0.082
359,166,Ryan Ellis,82,7,34,41,20,21,24.0,1,2,5,0.085,0.415,0.5,149,71,154,2018,0.047
360,71,Ryan Getzlaf,56,11,50,61,42,20,21.43,0,0,13,0.196,0.893,1.089,117,96,57,2017,0.094
361,119,Ryan Getzlaf,67,14,34,48,58,-19,19.45,1,2,11,0.209,0.507,0.716,133,150,74,2018,0.105
362,65,Ryan Johansen,80,14,50,64,42,7,19.55,0,6,16,0.175,0.625,0.8,136,95,23,2018,0.103
363,98,Ryan Johansen,79,15,39,54,78,13,18.55,1,3,15,0.19,0.494,0.684,129,87,35,2017,0.116
364,57,Ryan Nugent-Hopkins,82,28,41,69,26,-13,20.1,8,3,26,0.341,0.5,0.841,208,69,40,2018,0.135
365,124,Ryan Nugent-Hopkins,62,24,24,48,20,10,18.07,4,2,9,0.387,0.387,0.774,151,44,39,2017,0.159
366,32,Ryan O'Reilly,82,28,49,77,12,22,20.75,6,5,22,0.341,0.598,0.939,234,31,36,2018,0.12
367,69,Ryan O'Reilly,81,24,37,61,2,-23,20.82,15,3,23,0.296,0.457,0.753,230,42,48,2017,0.104
368,247,Ryan Pulock,68,10,22,32,14,-4,18.4,5,0,11,0.147,0.324,0.471,184,113,86,2017,0.054
369,198,Ryan Pulock,82,9,28,37,22,21,22.35,3,3,9,0.11,0.341,0.451,180,143,148,2018,0.05
370,224,Ryan Strome,82,13,21,34,33,-4,15.22,2,3,6,0.159,0.256,0.415,147,43,17,2017,0.088
371,205,Ryan Strome,81,19,16,35,64,-3,15.57,4,2,7,0.235,0.198,0.432,110,76,36,2018,0.173
372,131,Ryan Suter,82,7,40,47,41,-8,26.68,3,2,15,0.085,0.488,0.573,136,78,109,2018,0.052
373,113,Ryan Suter,78,6,45,51,34,-1,26.77,1,2,23,0.077,0.577,0.654,149,78,138,2017,0.04
374,114,Sam Reinhart,82,25,25,50,26,-24,17.1,12,5,21,0.305,0.305,0.61,188,48,42,2017,0.133
375,63,Sam Reinhart,82,22,43,65,16,-10,18.95,2,1,15,0.268,0.524,0.793,180,38,47,2018,0.122
376,27,Sean Couturier,82,31,45,76,31,34,21.58,7,6,14,0.378,0.549,0.927,227,74,44,2017,0.137
377,35,Sean Couturier,80,33,43,76,34,2,22.12,8,5,17,0.413,0.538,0.95,223,40,60,2018,0.148
378,53,Sean Monahan,74,31,33,64,24,3,18.68,9,11,19,0.419,0.446,0.865,202,35,17,2017,0.154
379,23,Sean Monahan,78,34,48,82,12,7,19.05,12,5,23,0.436,0.615,1.051,211,36,24,2018,0.161
380,21,Sebastian Aho,82,30,53,83,26,25,20.15,3,7,24,0.366,0.646,1.012,243,65,34,2018,0.124
381,48,Sebastian Aho,78,29,36,65,24,4,17.92,8,4,16,0.372,0.462,0.833,200,65,17,2017,0.145
382,83,Seth Jones,78,16,41,57,30,10,24.58,7,4,24,0.205,0.526,0.731,249,92,124,2017,0.064
383,136,Seth Jones,75,9,37,46,28,1,25.82,0,4,10,0.12,0.493,0.613,184,106,133,2018,0.049
384,196,Shayne Gostisbehere,78,9,28,37,22,-20,19.65,4,2,14,0.115,0.359,0.474,180,46,102,2018,0.05
385,51,Shayne Gostisbehere,78,13,52,65,25,10,21.45,7,2,33,0.167,0.667,0.833,221,53,116,2017,0.059
386,6,Sidney Crosby,79,35,65,100,36,18,20.98,12,3,29,0.443,0.823,1.266,220,85,43,2018,0.159
387,10,Sidney Crosby,82,29,60,89,46,0,20.68,9,6,38,0.354,0.732,1.085,247,75,36,2017,0.117
388,9,Steven Stamkos,82,45,53,98,37,4,18.3,19,6,40,0.549,0.646,1.195,234,72,40,2018,0.192
389,12,Steven Stamkos,78,27,59,86,72,18,18.75,15,1,33,0.346,0.756,1.103,212,61,35,2017,0.127
390,134,T.J. Oshie,74,18,29,47,31,2,18.4,9,3,18,0.243,0.392,0.635,127,124,54,2017,0.142
391,90,T.J. Oshie,69,25,29,54,36,5,18.6,6,4,14,0.362,0.42,0.783,143,133,55,2018,0.175
392,177,Tanner Pearson,82,15,25,40,27,11,15.95,2,4,5,0.183,0.305,0.488,180,116,36,2017,0.083
393,293,Tanner Pearson,80,18,9,27,25,-15,14.05,3,1,5,0.225,0.113,0.338,147,128,41,2018,0.122
394,6,Taylor Hall,76,39,54,93,34,14,19.12,13,7,37,0.513,0.711,1.224,278,72,44,2017,0.14
395,195,Taylor Hall,33,11,26,37,16,-6,19.68,1,3,12,0.333,0.788,1.121,113,22,29,2018,0.097
396,36,Teuvo Teräväinen,82,21,55,76,12,30,17.92,8,1,24,0.256,0.671,0.927,167,35,23,2018,0.126
397,57,Teuvo Teräväinen,82,23,41,64,14,8,16.88,5,3,20,0.28,0.5,0.78,185,26,22,2017,0.124
398,85,Thomas Vanek,80,24,32,56,36,-3,14.08,4,1,15,0.3,0.4,0.7,168,36,18,2017,0.143
399,201,Thomas Vanek,64,16,20,36,26,-12,14.1,4,1,11,0.25,0.313,0.563,108,38,13,2018,0.148
400,60,Timo Meier,78,30,36,66,55,9,16.97,6,2,10,0.385,0.462,0.846,250,99,40,2018,0.12
401,202,Timo Meier,81,21,15,36,51,2,14.85,3,4,4,0.259,0.185,0.444,210,105,48,2017,0.1
402,211,Tom Wilson,78,14,21,35,187,10,15.98,0,1,1,0.179,0.269,0.449,123,250,51,2017,0.114
403,167,Tom Wilson,63,22,18,40,128,11,18.13,3,2,5,0.349,0.286,0.635,130,200,52,2018,0.169
404,38,Tomas Hertl,77,35,39,74,18,5,19.02,11,5,15,0.455,0.506,0.961,176,53,64,2018,0.199
405,139,Tomas Hertl,79,22,24,46,41,-2,18.1,6,5,12,0.278,0.304,0.582,175,84,71,2017,0.126
406,220,Tomas Tatar,82,20,14,34,34,-19,16.25,9,4,13,0.244,0.171,0.415,174,67,29,2017,0.115
407,77,Tomas Tatar,80,25,33,58,34,21,16.4,4,4,8,0.313,0.413,0.725,195,77,30,2018,0.128
408,101,Torey Krug,64,6,47,53,33,-2,21.3,2,2,30,0.094,0.734,0.828,151,53,60,2018,0.04
409,80,Torey Krug,76,14,45,59,36,0,20.4,5,4,24,0.184,0.592,0.776,197,79,73,2017,0.071
410,113,Travis Konecny,82,24,25,49,40,-4,15.25,4,3,8,0.293,0.305,0.598,182,65,45,2018,0.132
411,132,Travis Konecny,81,24,23,47,46,17,14.9,1,6,3,0.296,0.284,0.58,177,97,53,2017,0.136
412,183,Tyler Bozak,72,13,25,38,20,-3,16.33,2,3,8,0.181,0.347,0.528,141,52,33,2018,0.092
413,162,Tyler Bozak,81,11,32,43,28,6,15.63,3,2,13,0.136,0.395,0.531,154,43,28,2017,0.071
414,116,Tyler Johnson,81,21,29,50,24,3,16.98,4,3,13,0.259,0.358,0.617,186,48,47,2017,0.113
415,121,Tyler Johnson,80,29,18,47,28,15,15.93,1,4,8,0.363,0.225,0.588,163,50,32,2018,0.178
416,254,Tyler Myers,80,9,22,31,63,11,20.33,0,3,7,0.113,0.275,0.388,156,97,99,2018,0.058
417,204,Tyler Myers,82,6,30,36,48,9,21.42,3,3,17,0.073,0.366,0.439,150,68,119,2017,0.04
418,28,Tyler Seguin,82,33,47,80,18,17,20.73,9,8,27,0.402,0.573,0.976,334,74,47,2018,0.099
419,24,Tyler Seguin,82,40,38,78,43,12,20.9,14,6,25,0.488,0.463,0.951,335,74,44,2017,0.119
420,220,Tyler Toffoli,82,13,21,34,23,-16,17.2,3,3,5,0.159,0.256,0.415,226,39,23,2018,0.058
421,133,Tyler Toffoli,82,24,23,47,16,9,16.1,6,6,12,0.293,0.28,0.573,250,75,17,2017,0.096
422,84,Tyson Barrie,68,14,43,57,22,-15,22.68,7,3,30,0.206,0.632,0.838,178,40,79,2017,0.079
423,76,Tyson Barrie,78,14,45,59,36,-3,21.77,2,2,25,0.179,0.577,0.756,218,48,93,2018,0.064
424,244,Valtteri Filppula,72,17,14,31,16,19,14.27,0,4,0,0.236,0.194,0.431,78,12,34,2018,0.218
425,236,Valtteri Filppula,81,11,22,33,20,-7,16.47,3,4,4,0.136,0.272,0.407,70,25,55,2017,0.157
426,93,Victor Hedman,70,12,42,54,44,24,22.77,2,4,25,0.171,0.6,0.771,182,59,97,2018,0.066
427,60,Victor Hedman,77,17,46,63,54,32,25.83,2,1,26,0.221,0.597,0.818,216,139,110,2017,0.079
428,115,Viktor Arvidsson,58,34,14,48,26,12,19.13,3,7,4,0.586,0.241,0.828,195,18,23,2018,0.174
429,67,Viktor Arvidsson,78,29,32,61,36,20,17.73,3,6,8,0.372,0.41,0.782,247,30,52,2017,0.117
430,224,Vincent Trocheck,55,10,24,34,54,-9,19.65,3,1,13,0.182,0.436,0.618,158,112,42,2018,0.063
431,29,Vincent Trocheck,82,31,44,75,54,-9,21.35,13,5,27,0.378,0.537,0.915,287,145,55,2017,0.108
432,58,Vladimir Tarasenko,76,33,35,68,22,8,18.38,12,5,22,0.434,0.461,0.895,275,88,40,2018,0.12
433,44,Vladimir Tarasenko,80,33,33,66,17,15,19.05,6,5,16,0.413,0.413,0.825,306,89,37,2017,0.108
434,249,Vladislav Namestnikov,78,11,20,31,44,-7,15.78,1,3,3,0.141,0.256,0.397,119,140,62,2018,0.092
435,127,Vladislav Namestnikov,81,22,26,48,45,6,17.05,9,2,16,0.272,0.321,0.593,155,79,44,2017,0.142
436,258,Wayne Simmonds,79,17,13,30,99,-16,15.65,5,2,8,0.215,0.165,0.38,157,137,28,2018,0.108
437,138,Wayne Simmonds,75,24,22,46,57,-16,18.08,11,5,17,0.32,0.293,0.613,176,129,54,2017,0.136
438,156,Will Butcher,81,5,39,44,8,1,16.05,3,1,23,0.062,0.481,0.543,88,21,62,2017,0.057
439,266,Will Butcher,78,4,26,30,18,-17,19.27,1,1,14,0.051,0.333,0.385,108,38,74,2018,0.037
440,82,William Karlsson,82,24,32,56,16,1,18.83,7,5,14,0.293,0.39,0.683,169,51,55,2018,0.142
441,23,William Karlsson,82,43,35,78,12,49,18.72,8,6,16,0.524,0.427,0.951,184,48,45,2017,0.234
442,299,William Nylander,54,7,20,27,16,-4,15.5,1,0,6,0.13,0.37,0.5,130,16,14,2018,0.054
443,70,William Nylander,82,20,41,61,10,20,16.68,5,8,12,0.244,0.5,0.744,184,21,18,2017,0.109
444,118,Yanni Gourde,80,22,26,48,66,9,15.83,5,5,9,0.275,0.325,0.6,130,83,30,2018,0.169
445,56,Yanni Gourde,82,25,39,64,50,34,16.15,7,5,13,0.305,0.476,0.78,136,57,42,2017,0.184
446,160,Zach Hyman,71,21,20,41,65,16,17.27,0,4,0,0.296,0.282,0.577,144,102,39,2018,0.146
447,178,Zach Hyman,82,15,25,40,37,22,17.35,0,2,0,0.183,0.305,0.488,148,117,55,2017,0.101
448,192,Zachary Werenski,77,16,21,37,16,8,22.57,3,3,10,0.208,0.273,0.481,207,58,92,2017,0.077
449,145,Zachary Werenski,82,11,33,44,18,-12,22.88,2,1,15,0.134,0.402,0.537,168,67,89,2018,0.066
